damagearea,endday,endmonth,endtime,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
0.01,20,3,22:18:00,2020,입산자실화,산26-5,합성,창원,마산회원,경남,20,금요일,3,21:52:00,2020
0.01,20,3,20:20:00,2020,기타,산322-9,지북,순창,적성,전북,20,금요일,3,19:02:00,2020
0.1,20,3,19:00:00,2020,주택화재비화,산2-10,쌍신,공주,,충남,20,금요일,3,18:00:00,2020
0.02,20,3,17:30:00,2020,기타,산73-1,봉암,파주,,경기,20,금요일,3,16:55:00,2020
0.05,20,3,16:53:00,2020,입산자실화,산436,오봉,김천,남,경북,20,금요일,3,15:58:00,2020
0.2,20,3,15:50:00,2020,기타,산995-4,시곡,당진,,충남,20,금요일,3,14:50:00,2020
2.68,20,3,16:25:00,2020,쓰레기소각,산72,,강화,불은,인천,20,금요일,3,14:40:00,2020
0.07,20,3,13:10:00,2020,입산자실화,산27,송암,청양,목,충남,20,금요일,3,12:32:00,2020
0.02,20,3,10:51:00,2020,주택화재비화,산131,동원,영주,단산,경북,20,금요일,3,9:59:00,2020
519,20,3,18:00:00,2020,입산자실화,산144,대복,울주,웅촌,울산,19,목요일,3,13:51:00,2020
0.01,19,3,22:30:00,2020,담뱃불실화,산65-1,궁항,하동,옥종,경남,19,목요일,3,19:49:00,2020
0.5,19,3,22:15:00,2020,담뱃불실화,산24-3,신원,청도,운문,경북,19,목요일,3,18:10:00,2020
0.5,19,3,20:30:00,2020,담뱃불실화,산55,송산,나주,문평,전남,19,목요일,3,16:31:00,2020
0.02,19,3,19:00:00,2020,기타,산66-1,전대,하동,횡천,경남,19,목요일,3,16:30:00,2020
0.1,19,3,17:38:00,2020,담뱃불실화,산134-1,옹당,고흥,두원,전남,19,목요일,3,15:20:00,2020
0.16,19,3,15:58:00,2020,담뱃불실화,산42-8,장지,광주,,경기,19,목요일,3,15:19:00,2020
0.3,19,3,20:00:00,2020,기타,767-2,봉산,보성,웅치,전남,19,목요일,3,15:17:00,2020
0.2,19,3,16:25:00,2020,입산자실화,산92-1,삼천,전주,완산,전북,19,목요일,3,14:45:00,2020
1,19,3,17:36:00,2020,입산자실화,산140-3,교문,구리,,경기,19,목요일,3,14:20:00,2020
0.2,19,3,14:50:00,2020,쓰레기소각,산21,마전,의성,안평,경북,19,목요일,3,13:16:00,2020
2.2,19,3,14:26:00,2020,기타,577-41,판대,원주,지정,강원,19,목요일,3,12:38:00,2020
0.14,19,3,13:20:00,2020,담뱃불실화,208-1,상동,예천,예천,경북,19,목요일,3,12:13:00,2020
0.5,19,3,14:20:00,2020,입산자실화,산132-2,안인,밀양,상동,경남,19,목요일,3,11:05:00,2020
0.01,19,3,11:45:00,2020,담뱃불실화,산28,오향,광주,곤지암,경기,19,목요일,3,10:20:00,2020
0.09,19,3,11:30:00,2020,입산자실화,산39-4,서재,달성,다사,대구,19,목요일,3,9:34:00,2020
0.7,19,3,10:30:00,2020,기타,산191-10,대안,원주,흥업,강원,19,목요일,3,7:11:00,2020
0.4,19,3,5:20:00,2020,입산자실화,산121,상계,노원,,서울,19,목요일,3,3:30:00,2020
0.01,9,3,16:05:00,2020,입산자실화,246-52,서패,파주,,경기,9,월요일,3,14:58:00,2020
0.01,9,3,18:00:00,2020,쓰레기소각,산139-2,복가현,안성,대덕,경기,9,월요일,3,16:56:00,2020
0.8,18,3,19:50:00,2020,쓰레기소각,산21,오동,나주,문평,전남,18,수요일,3,17:04:00,2020
0.03,18,3,17:03:00,2020,담뱃불실화,산21,아동,파주,,경기,18,수요일,3,16:02:00,2020
0.01,18,3,13:29:00,2020,입산자실화,산229-8,도원,달서,,대구,18,수요일,3,13:16:00,2020
0.02,18,3,16:00:00,2020,주택화재비화,산47-1,운수,하동,화개,경남,18,수요일,3,13:07:00,2020
0.05,18,3,16:30:00,2020,입산자실화,산47,송천,장수,장수,전북,18,수요일,3,13:05:00,2020
0.03,18,3,14:30:00,2020,기타,산5-1,월천,함평,손봉,전남,18,수요일,3,13:00:00,2020
0.1,18,3,14:30:00,2020,입산자실화,산51,수곡,아산,송악,충남,18,수요일,3,12:45:00,2020
0.8,5,3,18:00:00,2022,쓰레기소각,산78,어일,경주,문무대왕,경북,5,토요일,3,14:31:00,2022
0.1,5,3,15:49:00,2022,입산자실화,산15-3,양평,거창,거창,경남,5,토요일,3,14:00:00,2022
3,5,3,9:03:00,2022,입산자실화,산19-3,가흥,함양,마천,경남,4,금요일,3,21:54:00,2022
0.09,4,3,20:30:00,2022,주택화재비화,산20,신원,광주,초월,경기,4,금요일,3,18:05:00,2022
1.5,4,3,21:51:00,2022,주택화재비화,산143,개포,강남,,서울,4,금요일,3,17:14:00,2022
0.01,4,3,16:35:00,2022,담뱃불실화,158-4,옥관,구미,옥성,경북,4,금요일,3,15:46:00,2022
1,4,3,9:00:00,2022,기타,"산14,15-1",소성,성주,초전,경북,4,금요일,3,2:34:00,2022
0.06,26,2,6:50:00,2022,기타,산6,양오,강화,송해,인천,26,토요일,2,5:43:00,2022
0.01,4,3,1:50:00,2022,기타,산42,온수,강화,길상,인천,4,금요일,3,1:01:00,2022
0.2,3,3,19:00:00,2022,주택화재비화,"산49,50-16",명포,성주,선남,경북,3,목요일,3,18:01:00,2022
0.2,3,3,18:00:00,2022,담뱃불실화,산70,신덕,영천,청통,경북,3,목요일,3,16:54:00,2022
0.1,3,3,16:55:00,2022,기타,산30-1,월정,안성,일죽,경기,3,목요일,3,15:04:00,2022
0.01,3,3,15:30:00,2022,입산자실화,산27,현천,고양,덕양,경기,3,목요일,3,14:45:00,2022
0.01,3,3,15:40:00,2022,기타,산16,우고,양주,광적,경기,3,목요일,3,13:37:00,2022
0.4,3,3,14:30:00,2022,담뱃불실화,328-1,흑송,문경,산북,경북,3,목요일,3,13:02:00,2022
0.3,3,3,14:15:00,2022,입산자실화,산31-1,소담,창원 의창,,경남,3,목요일,3,12:39:00,2022
0.7,2,3,19:00:00,2022,기타,산5-3,회동,금정,,부산,2,수요일,3,14:43:00,2022
0.04,10,2,17:08:00,2022,기타,산94-1,월운,남양주,와부,경기,10,목요일,2,15:47:00,2022
0.05,1,3,18:17:00,2022,기타,산11-2,상황,홍성,서부,충남,1,화요일,3,17:21:00,2022
0.5,1,3,7:20:00,2022,기타,산16,천전,안동,임하,경북,1,화요일,3,1:37:00,2022
0.15,1,3,0:00:00,2022,입산자실화,산87,정상,안동,,경북,28,월요일,2,20:18:00,2022
0.01,28,2,18:50:00,2022,입산자실화,산17-1,성금,단양,대강,충북,28,월요일,2,17:26:00,2022
0.03,28,2,15:00:00,2022,기타,산102-5,방아,용인 처인,남사,경기,28,월요일,2,13:50:00,2022
0.1,28,2,18:20:00,2022,입산자실화,산11,괴정,곡성,겸,전남,28,월요일,2,16:15:00,2022
0.09,28,2,11:22:00,2022,기타,산50,우덕,정읍,덕천,전북,28,월요일,2,11:00:00,2022
0.05,26,2,19:00:00,2022,입산자실화,산3,만덕,북,,부산,26,토요일,2,15:03:00,2022
1.5,27,2,18:10:00,2022,입산자실화,산252,내,태안,이원,충남,27,일요일,2,14:25:00,2022
0.2,27,2,20:00:00,2022,기타,산23,대천,영천,화남,경북,27,일요일,2,17:13:00,2022
0.2,27,2,18:00:00,2022,기타,산41,사등,김천,부항,경북,27,일요일,2,15:48:00,2022
0.3,27,2,21:00:00,2022,입산자실화,산8-10,덕현,울주,상북,울산,27,일요일,2,18:44:00,2022
0.05,27,2,17:40:00,2022,입산자실화,318-28,신정,아산,음봉,충남,27,일요일,2,16:35:00,2022
2,27,2,22:00:00,2022,입산자실화,산159,전하,동,,울산,27,일요일,2,13:26:00,2022
0.1,27,2,11:10:00,2022,입산자실화,산29,하진,단양,적성,충북,27,일요일,2,9:27:00,2022
0.02,27,2,14:55:00,2022,쓰레기소각,산21-8,갈현,파주,탄현,경기,27,일요일,2,13:53:00,2022
0.2,26,2,19:00:00,2022,기타,산23,내성,봉화,봉화,경북,26,토요일,2,16:41:00,2022
4,13,3,11:00:00,2022,입산자실화,산86-12,용계,달성,가창,대구,26,토요일,2,21:02:00,2022
5,27,2,10:55:00,2022,기타,산131,현,인제,기린,강원,26,토요일,2,16:39:00,2022
24,26,2,23:10:00,2022,입산자실화,산24,평천,문경,문경,경북,26,토요일,2,15:16:00,2022
0.2,26,2,18:30:00,2022,기타,산1-116,화홍,완도,완도,전남,26,토요일,2,13:45:00,2022
0.3,26,2,16:30:00,2022,기타,산3-1,개운,상주,,경북,26,토요일,2,13:06:00,2022
0.5,26,2,13:00:00,2022,입산자실화,산25,달계,청주 서원,현도,충북,26,토요일,2,11:59:00,2022
2,26,2,18:40:00,2022,쓰레기소각,177,수,신안,흑산,전남,26,토요일,2,9:35:00,2022
0.02,26,2,9:20:00,2022,기타,산12-1,창촌,횡성,서원,강원,26,토요일,2,7:58:00,2022
0.1,25,2,23:00:00,2022,기타,산100-1,창원,함양,마천,경남,25,금요일,2,21:03:00,2022
0.2,25,2,21:00:00,2022,입산자실화,산56-1,통동,음성,맹동,충북,25,금요일,2,20:03:00,2022
0.2,25,2,21:00:00,2022,주택화재비화,산101,어물,북,,울산,25,금요일,2,16:42:00,2022
2,25,2,16:31:00,2022,기타,산142,흘산,순천,상사,전남,25,금요일,2,14:17:00,2022
0.5,25,2,17:05:00,2022,기타,840-4,학곡,고흥,두원,전남,25,금요일,2,14:10:00,2022
29,26,2,10:00:00,2022,기타,산198,효곡,구례,간전,전남,25,금요일,2,12:46:00,2022
1.5,25,2,23:00:00,2022,입산자실화,산62,죽림,함양,함양,경남,25,금요일,2,14:25:00,2022
4.8,25,2,7:54:00,2022,기타,산107-2,근곡,창원 마산합포,진전,경남,24,목요일,2,21:04:00,2022
5,25,2,14:30:00,2022,기타,산353-5,계촌,평창,방림,강원,24,목요일,2,15:35:00,2022
0.5,25,2,7:37:00,2022,기타,산49-5,금평,김천,구성,경북,25,금요일,2,5:16:00,2022
1.4,24,2,20:15:00,2022,기타,산19,계성,화천,하남,강원,24,목요일,2,17:55:00,2022
0.08,24,2,18:10:00,2022,입산자실화,산14,양산,광산,,광주,24,목요일,2,16:04:00,2022
0.6,24,2,15:47:00,2022,기타,산14-4,역내,홍천,두촌,강원,24,목요일,2,13:58:00,2022
0.09,24,2,18:10:00,2022,기타,산76,노동,강릉,사천,강원,24,목요일,2,16:56:00,2022
0.09,24,2,17:30:00,2022,담뱃불실화,산3-1,선동,광주,초월,경기,24,목요일,2,16:10:00,2022
0.3,24,2,18:30:00,2022,기타,산115,득수,상주,모서,경북,24,목요일,2,15:05:00,2022
1,24,2,17:18:00,2022,기타,산114-1,중계,노원,,서울,24,목요일,2,14:11:00,2022
0.2,24,2,17:00:00,2022,기타,산12-1,소학,공주,,충남,24,목요일,2,14:04:00,2022
0.08,20,12,14:00:00,2020,쓰레기소각,산11,나사,울주,서생,울산,20,일요일,12,11:57:00,2020
0.01,19,12,21:00:00,2020,입산자실화,산101-1,어치,순창,동계,전북,19,토요일,12,18:08:00,2020
0.15,19,12,15:40:00,2020,주택화재비화,산29-1,성덕,양평,강하,경기,19,토요일,12,13:45:00,2020
0.03,18,12,17:20:00,2020,입산자실화,산88,회원,창원,마산회원,경남,18,금요일,12,15:43:00,2020
0.01,18,12,18:00:00,2020,담뱃불실화,산66-10,감천,사하,,부산,18,금요일,12,14:20:00,2020
0.04,17,12,22:00:00,2020,입산자실화,산35,소양,보령,청라,충남,17,목요일,12,20:30:00,2020
0.73,18,12,2:20:00,2020,기타,산31-1,읍남,울진,울진,경북,17,목요일,12,19:41:00,2020
0.1,16,12,18:10:00,2020,입산자실화,산73-3,용강,경주,,경북,16,수요일,12,16:42:00,2020
0.1,16,12,16:31:00,2020,기타,산40-3,모아,경주,천북,경북,16,수요일,12,14:45:00,2020
0.12,15,12,16:55:00,2020,기타,산46-2,문덕,포항,남,경북,15,화요일,12,15:35:00,2020
0.5,15,12,17:20:00,2020,쓰레기소각,504-3,삼정,울주,청량,울산,15,화요일,12,15:17:00,2020
0.51,14,12,22:00:00,2020,주택화재비화,산254,덕곡,창녕,도천,경남,14,월요일,12,15:40:00,2020
0.02,13,12,16:10:00,2020,입산자실화,산34,율,울주,청량,울산,13,일요일,12,14:37:00,2020
0.01,13,12,12:00:00,2020,입산자실화,산69-4,금성,금정,,부산,13,일요일,12,4:15:00,2020
0.01,13,12,1:13:00,2020,쓰레기소각,615-1,창곡,화성,팔탄,경기,12,토요일,12,23:37:00,2020
0.04,12,12,20:00:00,2020,주택화재비화,산65,모곡,홍천,서,강원,12,토요일,12,18:25:00,2020
0.05,12,12,19:00:00,2020,입산자실화,산35,황둔,원주,신림,강원,12,토요일,12,15:54:00,2020
0.5,12,12,14:30:00,2020,담뱃불실화,산126-9,구학,원주,신림,강원,12,토요일,12,11:43:00,2020
0.01,10,12,13:34:00,2020,담뱃불실화,산7,학의,의왕,,경기,10,목요일,12,13:11:00,2020
0.01,9,12,21:30:00,2020,기타,381-14,도일,평택,,경기,9,수요일,12,20:59:00,2020
0.1,10,12,16:50:00,2020,쓰레기소각,산147-1,심평,울주,온산,울산,9,수요일,12,14:43:00,2020
0.06,9,12,14:30:00,2020,기타,산42-25,중,해운대,,부산,9,수요일,12,13:28:00,2020
0.01,9,12,12:56:00,2020,기타,산47-6,길성,화성,향남,경기,9,수요일,12,12:28:00,2020
0.02,8,12,23:00:00,2020,기타,산99,속초,홍천,동,강원,8,화요일,12,20:37:00,2020
0.02,9,12,3:00:00,2020,입산자실화,산51,상인,달서,,대구,8,화요일,12,18:30:00,2020
0.01,6,12,14:00:00,2020,입산자실화,산83-3,부곡,남,,울산,6,일요일,12,13:00:00,2020
0.03,6,12,13:54:00,2020,기타,산13,상계,경주,양남,경북,6,일요일,12,12:15:00,2020
0.05,5,12,15:05:00,2020,기타,산130,복성,순천,해룡,전남,5,토요일,12,12:46:00,2020
0.03,4,12,15:30:00,2020,기타,산24,벌지,고령,다산,경북,4,금요일,12,13:09:00,2020
2,4,12,10:00:00,2020,기타,산172-9,신평,고흥,금산,전남,3,목요일,12,23:16:00,2020
0.1,2,12,0:30:00,2020,기타,,상대,횡성,우천,강원,1,화요일,12,21:59:00,2020
0.1,26,11,17:40:00,2020,담뱃불실화,산40,상오,상주,화북,경북,26,목요일,11,15:02:00,2020
0.06,26,11,13:40:00,2020,기타,산15,삼계,창원,마산회원,경남,26,목요일,11,12:35:00,2020
0.03,6,11,15:50:00,2020,입산자실화,산92,천내,금산,제원,충남,6,금요일,11,11:43:00,2020
0.2,4,3,15:50:00,2020,주택화재비화,산24-1,달전,금남,,세종,4,수요일,3,13:55:00,2020
0.01,17,11,12:00:00,2020,기타,249-19,세월,양평,강상,경기,17,화요일,11,11:03:00,2020
0.01,16,11,19:54:00,2020,기타,252,정자,성남,분당,경기,16,월요일,11,19:08:00,2020
0.03,16,11,14:10:00,2020,입산자실화,산64,묵어,구미,장천,경북,16,월요일,11,12:40:00,2020
0.1,16,11,15:00:00,2020,입산자실화,산99-3,장전평,홍천,홍천,강원,16,월요일,11,12:33:00,2020
0.75,15,11,23:43:00,2020,입산자실화,산9,천전,안동,임하,경북,15,일요일,11,19:19:00,2020
0.2,15,11,21:00:00,2020,주택화재비화,산90,금곡,청송,청송,경북,15,일요일,11,18:53:00,2020
0.01,15,11,19:00:00,2020,입산자실화,산94-8,용교,고창,성내,전북,15,일요일,11,17:00:00,2020
0.07,15,11,15:10:00,2020,주택화재비화,241-1,유교,포천,군내,경기,15,일요일,11,14:09:00,2020
0.3,15,11,4:03:00,2020,기타,산96,화서,영천,신녕,경북,14,토요일,11,21:36:00,2020
0.06,14,11,22:03:00,2020,쓰레기소각,산59-1,송정,광주,,경기,14,토요일,11,20:14:00,2020
0.06,14,11,16:13:00,2020,담뱃불실화,산51,부곡,파주,파주,경기,14,토요일,11,15:17:00,2020
0.06,14,11,19:00:00,2020,입산자실화,산26,당산,거창,위천,경남,14,토요일,11,15:16:00,2020
0.26,14,11,16:00:00,2020,담뱃불실화,산5,성동,김포,월곶,경기,14,토요일,11,13:22:00,2020
0.38,14,11,15:45:00,2020,입산자실화,산202-1,산해,영양,입암,경북,14,토요일,11,12:29:00,2020
0.14,13,11,15:00:00,2020,입산자실화,산134,광산,광산,,광주,13,금요일,11,12:40:00,2020
0.3,13,11,11:00:00,2020,입산자실화,산31,교방,창원,마산합포,경남,13,금요일,11,5:30:00,2020
0.01,12,11,14:07:00,2020,기타,산211-3,화천,경주,건천,경북,12,목요일,11,11:30:00,2020
0.01,10,11,16:20:00,2020,입산자실화,산376-1,반곡,정읍,칠보,전북,10,화요일,11,13:30:00,2020
0.1,10,11,15:21:00,2020,기타,산50-1,귀단,안동,예인,경북,10,화요일,11,13:23:00,2020
3,10,11,17:24:00,2020,주택화재비화,산25-5,삼화,가평,청평,경기,10,화요일,11,13:15:00,2020
0.03,10,11,8:20:00,2020,기타,산111,달제,의성,다인,경북,10,화요일,11,6:29:00,2020
0.02,9,11,21:30:00,2020,기타,산42-7,상안,북,,울산,9,월요일,11,20:21:00,2020
0.01,9,11,19:00:00,2020,입산자실화,산14,춘화,밀양,부북,경남,9,월요일,11,16:37:00,2020
1.05,9,11,17:30:00,2020,기타,산109,작곡,예천,보문,경북,9,월요일,11,13:20:00,2020
0.18,9,11,14:05:00,2020,입산자실화,산48-3,현,가평,조종,경기,9,월요일,11,12:15:00,2020
0.05,9,11,12:40:00,2020,쓰레기소각,신51-1,신현,제천,덕산,충북,9,월요일,11,12:04:00,2020
0.01,13,2,16:30:00,2019,쓰레기소각,산38-2,행정,장성,남,전남,13,수요일,2,15:00:00,2019
0.01,17,2,19:00:00,2019,주택화재비화,산53-3,옥성,진천,문백,충북,17,일요일,2,17:50:00,2019
0.04,29,1,17:15:00,2019,기타,산34-1,,광주,태전,경기,29,화요일,1,16:14:00,2019
0.05,6,2,17:12:00,2019,기타,산15-1,내석,양산,상북,경남,6,수요일,2,15:43:00,2019
0.02,9,2,17:43:00,2019,입산자실화,493(임),율산,포항,기북,경북,9,토요일,2,16:36:00,2019
0.01,17,2,22:54:00,2019,입산자실화,산68,환호,포항,북,경북,17,일요일,2,21:28:00,2019
0.1,13,2,17:27:00,2019,입산자실화,산60-12,,사상,엄궁,부산,13,수요일,2,15:33:00,2019
0.8,29,1,20:00:00,2019,입산자실화,산24-1,구곡,고령,개진,경북,29,화요일,1,14:03:00,2019
0.3,17,2,13:55:00,2019,기타,산62,흘산,순천,상사,전남,17,일요일,2,12:35:00,2019
0.15,13,2,16:30:00,2019,기타,산29,,오산,세교,경기,13,수요일,2,14:26:00,2019
0.03,9,2,18:00:00,2019,입산자실화,산7,,동,미포,울산,9,토요일,2,15:50:00,2019
0.01,1,2,10:20:00,2019,기타,산45-2,팔야,남양주,진접,경기,1,금요일,2,8:22:00,2019
0.05,30,1,18:30:00,2019,기타,산43,송정,홍천,화촌,강원,30,수요일,1,17:20:00,2019
0.2,30,1,18:00:00,2019,기타,산47-2,칠정,화순,동복,전남,30,수요일,1,13:40:00,2019
0.03,8,2,15:49:00,2019,기타,산88,진평,예천,감천,경북,8,금요일,2,14:53:00,2019
0.12,10,2,13:30:00,2019,기타,산16,적금,여주,강천,경기,10,일요일,2,12:23:00,2019
0.01,14,2,16:44:00,2019,기타,산59-29,,하남,감일,경기,14,목요일,2,15:51:00,2019
0.02,18,2,16:30:00,2019,기타,산69,서성,화순,동,전남,18,월요일,2,14:00:00,2019
0.1,29,1,15:40:00,2019,쓰레기소각,719-3,,중,운북,인천,29,화요일,1,15:10:00,2019
0.03,18,2,18:50:00,2019,담뱃불실화,산121,래태,경주,현곡,경북,18,월요일,2,17:40:00,2019
0.5,16,2,8:35:00,2019,기타,산40-1,괴시,영덕,영해,경북,16,토요일,2,1:34:00,2019
0.03,11,2,13:00:00,2019,기타,산22,난포,창원,구산,경남,11,월요일,2,11:52:00,2019
0.2,9,2,13:45:00,2019,입산자실화,산47,,구미,황상,경북,9,토요일,2,12:25:00,2019
1,27,2,17:00:00,2019,기타,산130,서상,춘천,서,강원,27,수요일,2,14:12:00,2019
0.03,1,3,15:30:00,2019,주택화재비화,Mar-60,,구리,사노,경기,1,금요일,3,14:13:00,2019
0.06,3,3,3:00:00,2019,입산자실화,산9-2,중동,양평,양서,경기,3,일요일,3,0:30:00,2019
0.04,25,2,15:00:00,2019,입산자실화,산252,용천,기장,일광,부산,25,월요일,2,11:34:00,2019
0.08,6,3,18:50:00,2019,기타,산25-1,우암,청주,청원,충북,6,수요일,3,15:52:00,2019
0.05,8,3,17:00:00,2019,입산자실화,산4,역평,합천,대평,경남,8,금요일,3,15:19:00,2019
0.02,9,3,14:30:00,2019,기타,산12-6,장문,정읍,고부,전북,9,토요일,3,13:00:00,2019
0.1,12,3,16:20:00,2019,기타,산32-1,지내,춘천,동,강원,12,화요일,3,15:00:00,2019
0.6,4,3,18:00:00,2019,쓰레기소각,산10-51,노천,홍천,동,강원,4,월요일,3,12:40:00,2019
0.01,23,2,15:40:00,2019,기타,산46-1,국원,옥천,군북,충북,23,토요일,2,14:43:00,2019
0.01,24,2,16:00:00,2019,입산자실화,산29-1,남계,칠곡,약목,경북,24,일요일,2,14:15:00,2019
0.03,26,2,21:00:00,2019,기타,산57-2,사능,남양주,진건,경기,26,화요일,2,19:36:00,2019
0.1,1,3,14:53:00,2019,쓰레기소각,Nov-31,구하,강화,내가,인천,1,금요일,3,13:44:00,2019
0.1,2,3,18:50:00,2019,쓰레기소각,산115,봉계,거창,고제,경남,2,토요일,3,16:50:00,2019
0.03,3,3,15:08:00,2019,입산자실화,산39-1,석현,양주,장흥,경기,3,일요일,3,13:50:00,2019
0.06,6,3,15:40:00,2019,주택화재비화,43,대기,강릉,왕산,강원,6,수요일,3,13:49:00,2019
0.03,8,3,15:00:00,2019,입산자실화,산24,화양,양평,강상,경기,8,금요일,3,13:06:00,2019
0.01,9,3,13:10:00,2019,쓰레기소각,산87,내곡,산청,산청,경남,9,토요일,3,12:10:00,2019
0.01,10,3,20:46:00,2019,기타,산145,성대,진천,백곡,충북,10,일요일,3,19:34:00,2019
0.01,13,3,17:40:00,2019,기타,산21,용잠,창원,동,경남,13,수요일,3,16:49:00,2019
0.1,5,3,1:00:00,2019,입산자실화,산17,,과천,문원,경기,4,월요일,3,22:30:00,2019
0.1,26,2,14:30:00,2019,입산자실화,산30-1,학봉,공주,반포,충남,26,화요일,2,12:12:00,2019
0.16,13,3,17:30:00,2019,주택화재비화,산2-6,명산,포천,군내,경기,13,수요일,3,12:30:00,2019
0.03,9,3,15:00:00,2019,기타,산27-1,당곡,영동,영동,충북,9,토요일,3,14:18:00,2019
0.02,8,3,18:30:00,2019,기타,산16-1,검산,홍천,서석,강원,8,금요일,3,17:15:00,2019
0.01,7,3,12:45:00,2019,입산자실화,산50-10,벽제,고양,덕양,경기,7,목요일,3,12:06:00,2019
